,ID,Marking,Finishing,Aggression,GKPositioning,BallControl,SprintSpeed,GKDiving,Jumping,Penalties,Stamina,StandingTackle,Agility,HeadingAccuracy,Reactions,LongPassing,Strength,ShotPower,Vision,GKHandling,Age,Dribbling,Name,Volleys,LongShots,Positioning,SlidingTackle,Interceptions,Acceleration,Balance,ShortPassing,Composure,Crossing,GKKicking,Overall,GKReflexes,Curve
195,213331,82,19,70,9,64,78,11,71,38,60,86,48,80,81,69,91,44,61,8,21,55,Jonathan Tah,24,25,27,80,80,65,34,74,70,35,7,82,14,30
196,211300,35,82,59,15,84,91,9,80,71,80,39,85,70,81,58,80,84,70,8,21,88,Anthony Martial,74,72,80,38,42,92,85,75,80,73,8,82,11,76
197,211117,57,79,84,11,83,76,7,65,52,88,60,74,70,83,73,70,75,81,6,20,80,Dele Alli,71,74,84,57,65,77,58,83,81,65,9,82,8,67
198,210257,9,14,27,78,30,62,81,50,17,38,15,50,14,85,25,69,42,60,76,23,21,Ederson,18,18,16,8,25,64,40,15,31,20,82,82,87,12
199,209331,37,78,63,11,87,92,14,70,61,77,43,86,59,80,63,60,71,71,14,24,87,Mohamed Salah,69,62,83,41,55,92,84,78,75,71,9,82,14,59
200,208722,33,81,71,7,82,92,10,75,71,83,33,88,53,78,72,72,76,77,10,24,85,Sadio Mané,66,66,82,38,29,94,85,76,76,72,15,82,14,74
201,208618,23,77,65,9,82,81,9,67,56,88,51,82,51,85,76,56,78,82,16,25,81,Lucas Vázquez,54,79,81,37,44,86,79,80,70,84,9,82,7,82
203,206545,53,71,68,7,84,73,9,83,65,81,73,79,76,81,82,63,81,83,14,25,81,Manu Trigueros,63,80,77,58,69,75,71,86,73,69,12,82,8,78
204,205600,80,51,79,12,73,75,15,87,61,80,85,68,72,75,71,76,83,56,10,23,69,Samuel Umtiti,70,74,58,83,86,74,66,78,66,69,14,82,15,72
205,204639,85,34,83,13,66,65,14,85,37,62,82,60,81,78,69,77,43,41,13,26,47,Stefan Savić,27,31,29,84,84,60,54,67,75,35,14,82,12,34
207,203775,13,18,18,79,23,50,84,74,19,36,11,51,14,82,37,55,20,45,75,23,16,Loris Karius,14,16,8,13,13,51,43,35,34,14,76,82,85,12
208,203551,73,76,79,11,83,84,9,74,76,92,79,87,70,79,75,68,82,75,8,26,79,Alessandro Florenzi,87,82,82,77,76,86,84,82,79,77,10,82,10,73
209,203376,82,55,76,11,71,76,13,81,62,72,85,57,76,74,76,92,81,59,10,25,69,Virgil van Dijk,45,64,41,81,83,74,51,74,87,53,13,82,11,60
210,203042,16,16,32,79,26,45,81,61,42,35,13,55,12,73,40,59,29,31,83,24,21,Jack Butland,12,13,16,11,27,51,55,36,59,11,73,82,85,12
211,201153,14,81,54,4,83,86,4,79,72,68,14,62,75,80,51,82,78,76,5,24,82,Morata,80,74,83,20,24,80,56,74,78,73,4,82,5,76
213,200641,21,80,48,9,85,88,5,66,75,66,38,81,49,76,78,58,77,79,11,27,86,Yevhen Konoplyanka,67,84,75,31,37,89,78,81,77,79,15,82,9,83
214,199845,86,37,70,13,67,64,11,68,72,69,86,33,77,83,75,84,75,59,9,28,57,Francesco Acerbi,39,60,20,83,84,65,41,70,83,25,9,82,11,62
215,199561,30,81,73,8,83,76,10,63,74,74,39,84,45,84,67,62,74,81,15,30,81,Nolito,65,80,82,25,58,79,81,77,82,81,12,82,8,83
216,199503,71,49,90,7,80,54,7,40,59,79,75,55,62,83,89,76,88,86,8,24,70,Granit Xhaka,50,85,77,68,76,48,62,85,73,68,11,82,13,68
217,198176,85,25,75,14,72,69,8,71,41,69,86,62,76,78,71,78,65,50,10,25,61,Stefan de Vrij,27,60,32,82,86,69,60,70,82,49,7,82,13,45
218,198164,29,78,56,14,83,77,16,69,74,79,67,89,41,79,76,67,70,87,16,27,88,Jonathan Viera,57,79,79,58,69,87,84,85,80,75,9,82,9,80
219,197965,62,78,68,9,82,76,15,67,76,86,65,85,45,83,80,61,74,84,14,27,83,Pizzi,77,78,85,52,70,83,86,82,78,75,9,82,15,85
220,197853,78,65,81,16,79,85,7,93,66,87,82,76,77,82,71,84,78,71,10,24,76,Serge Aurier,50,58,74,83,78,84,78,78,75,80,15,82,9,69
221,197242,75,42,89,6,75,71,15,75,78,77,85,59,83,77,83,92,81,71,14,27,63,Grzegorz Krychowiak,40,70,52,72,81,65,52,79,83,59,8,82,7,46
222,195365,45,65,64,6,82,75,13,67,64,88,70,91,34,82,78,47,70,83,11,26,86,Kevin Kampl,58,73,76,56,74,86,81,84,83,64,7,82,16,76
224,193532,78,31,89,6,74,76,14,92,62,88,84,78,68,80,76,78,65,72,7,29,68,Gary Medel,61,59,58,82,86,77,92,78,78,55,9,82,6,35
225,193474,78,50,80,12,79,77,8,85,54,88,84,75,69,81,76,76,80,72,6,27,75,Idrissa Gueye,32,67,67,82,85,80,83,80,80,60,8,82,13,33
227,193352,78,59,79,14,80,74,14,75,83,76,81,75,68,82,80,73,78,74,13,24,78,Ricardo Rodríguez,67,72,68,84,82,73,73,80,81,88,14,82,11,82
228,193348,51,74,64,11,83,84,13,63,65,78,52,87,37,79,75,73,84,79,12,25,84,Xherdan Shaqiri,76,78,77,53,65,89,94,80,79,74,12,82,11,82
229,192387,31,86,77,12,79,85,6,78,76,73,33,77,75,85,49,76,86,59,8,27,77,Ciro Immobile,81,76,86,32,40,79,63,70,81,55,15,82,6,70
230,190456,81,54,76,15,75,86,10,67,46,87,83,84,66,75,67,71,74,64,11,25,77,Nathaniel Clyne,45,69,72,86,77,86,76,76,75,80,13,82,7,64
231,189560,85,72,78,15,80,54,14,68,72,79,84,54,81,75,82,88,85,74,11,29,67,Iborra,66,64,82,75,85,54,38,81,73,53,6,82,8,66
232,189461,61,64,83,9,84,73,6,67,65,82,63,83,58,80,83,66,75,85,15,25,84,Jack Wilshere,64,73,80,65,61,78,87,84,80,73,15,82,11,80
233,189358,30,76,30,9,84,66,11,66,78,80,24,92,44,81,73,39,47,80,9,28,87,Shinji Kagawa,75,55,80,27,56,83,92,84,81,60,8,82,13,74
234,188943,10,13,30,80,24,52,83,75,17,45,14,42,11,79,12,73,22,45,79,26,10,Kevin Trapp,12,13,12,10,22,45,37,25,48,13,79,82,84,14
235,188803,38,76,56,15,85,91,7,62,72,70,53,89,58,79,75,62,83,79,7,29,87,Taison,82,83,74,40,49,93,83,77,75,73,11,82,13,52
236,188377,79,51,78,15,75,93,12,83,63,90,81,70,74,77,67,77,86,69,6,26,75,Kyle Walker,57,68,66,84,75,87,73,74,75,79,16,82,8,76
238,185221,78,46,88,12,73,67,10,75,58,81,87,66,75,80,75,80,80,69,6,29,69,Luiz Gustavo,54,71,51,87,84,68,62,77,72,61,11,82,13,42
239,184942,47,78,71,9,82,79,16,61,75,74,43,85,59,81,75,72,79,81,11,26,84,Giuliano,66,77,79,38,42,83,85,79,82,74,13,82,8,68
240,184484,55,81,57,15,82,69,13,70,80,83,58,72,60,77,77,67,82,84,8,27,78,Gylfi Sigurðsson,75,83,80,57,37,67,62,83,80,82,10,82,12,86
241,184267,24,75,46,7,84,75,13,72,75,75,36,93,46,80,70,50,69,78,16,27,89,Yacine Brahimi,73,74,76,25,38,86,87,77,86,76,12,82,7,83
242,184200,47,75,73,10,85,78,14,68,78,79,57,76,72,73,68,85,78,80,15,27,84,Marko Arnautović,79,71,79,30,46,78,57,79,77,83,10,82,15,79
243,183711,73,67,80,9,80,73,7,81,64,93,80,74,65,79,83,76,75,82,13,26,74,Jordan Henderson,72,71,74,76,79,76,71,85,78,81,7,82,13,80
244,183497,13,23,18,80,23,34,80,64,21,33,15,45,24,78,36,66,22,47,83,31,15,Orestis Karnezis,14,23,10,24,23,44,49,22,22,19,70,82,84,11
245,183285,78,23,85,7,61,68,14,82,40,72,84,61,71,72,66,90,51,49,12,27,50,Mamadou Sakho,20,38,32,81,81,55,55,75,73,60,9,81,8,50
246,183280,81,45,83,5,64,63,5,76,48,63,84,57,79,75,68,90,83,22,3,31,53,Adil Rami,45,58,24,78,84,54,50,66,75,28,5,82,3,43
247,182494,17,10,32,83,23,62,81,84,24,45,16,68,12,78,47,68,25,58,75,30,25,Fernando Néstor Muslera,10,10,13,16,23,60,62,44,63,15,75,82,85,14
248,181786,83,47,81,14,73,65,15,80,49,80,83,57,83,77,72,84,64,60,9,31,65,Vedran Ćorluka,38,53,45,82,77,49,46,70,78,68,12,82,6,69
249,180930,11,86,51,15,79,65,9,66,70,72,28,58,80,78,59,82,86,70,11,31,75,Edin Džeko,75,69,87,16,50,68,42,72,76,63,13,82,15,65
250,180216,83,65,78,13,77,79,5,72,60,90,84,77,67,81,70,73,75,70,15,28,78,Séamus Coleman,64,68,76,84,77,79,74,77,76,81,10,82,7,42
252,177600,59,69,79,6,80,55,16,59,69,80,76,70,47,80,86,70,87,84,10,30,73,Beñat,61,81,78,65,70,65,74,85,73,81,14,82,13,83
255,177358,76,64,84,14,79,66,6,72,56,90,82,73,71,81,79,77,71,73,11,27,75,Morgan Schneiderlin,56,56,67,80,84,69,71,83,81,65,12,82,7,68
257,169416,12,79,57,13,81,83,8,69,72,70,22,86,64,77,63,68,73,79,14,28,82,Carlos Vela,84,78,80,14,37,87,79,79,79,78,8,82,10,80
258,168354,19,17,18,78,22,33,81,66,21,29,10,35,13,77,37,58,21,60,84,31,18,Emiliano Viviano,13,18,10,12,10,30,32,36,64,12,79,82,83,14
259,167905,78,58,84,7,80,85,16,68,55,89,82,74,64,84,69,85,85,71,11,31,82,Antonio Valencia,69,62,78,77,80,87,87,77,85,85,10,82,7,69
260,167431,72,69,63,10,82,72,14,75,58,78,70,83,52,84,82,65,77,83,8,29,80,Gonzalo Castro,65,78,78,78,78,76,83,84,83,82,13,82,15,80
261,167397,16,83,72,9,81,68,10,92,84,68,42,85,90,82,53,73,78,68,13,31,74,Falcao,84,76,85,19,41,75,75,67,85,55,6,82,5,83
263,163489,12,10,11,81,23,34,82,80,21,31,17,57,10,75,27,51,24,46,84,30,10,Andrea Consigli,19,19,10,19,15,48,40,31,50,10,72,82,84,15
265,162240,67,66,74,16,84,77,16,77,67,82,80,83,68,78,79,90,85,76,14,29,85,Moussa Dembélé,77,72,71,65,78,78,71,84,86,65,11,82,14,65
266,159240,54,78,67,16,82,69,10,58,76,71,73,76,50,85,85,66,81,86,8,33,79,Michael Krohn-Dehli,53,68,84,61,75,70,78,84,73,86,15,82,11,77
268,158963,70,52,83,12,84,69,14,62,72,80,80,76,54,80,82,72,77,80,12,31,76,Lucas Biglia,78,75,55,77,82,74,78,83,80,74,7,82,7,71
269,158121,16,14,22,82,12,53,82,49,15,28,11,38,15,77,33,65,22,44,80,29,13,Benoît Costil,12,15,12,14,22,49,45,35,53,11,78,82,84,12
270,157481,85,27,79,9,67,62,8,77,37,62,85,55,77,78,65,82,65,49,6,31,54,Raúl Albiol,31,53,30,83,83,60,56,71,73,38,5,82,8,53
271,150418,20,84,72,7,75,75,8,76,74,69,24,64,83,80,50,86,82,62,8,31,74,Mario Gómez,78,78,84,20,20,68,55,69,85,62,9,82,14,68
274,144622,29,81,66,13,83,72,12,71,72,76,42,84,63,84,77,63,77,83,10,32,87,Raffael,75,78,82,31,53,77,83,84,79,73,5,82,14,80
275,143076,24,72,56,9,86,86,8,70,69,78,30,92,36,78,72,48,74,79,11,29,87,Alejandro Gómez,72,78,78,34,40,94,94,80,74,80,12,82,6,77
280,113422,22,86,67,11,85,72,8,67,88,73,28,76,66,82,67,66,80,71,9,35,82,David Villa,78,76,86,38,29,75,75,74,83,71,9,82,9,83
287,5479,11,12,23,80,23,57,86,77,24,43,11,62,25,77,22,70,28,65,74,35,25,Casillas,14,13,16,13,22,59,46,21,70,13,58,82,84,25
288,231443,29,77,54,10,82,91,6,59,70,73,29,87,43,79,65,47,73,78,6,19,88,Ousmane Dembélé,70,65,78,27,34,93,78,74,72,75,14,81,13,74
289,219683,75,75,81,9,78,75,7,89,70,86,80,74,82,81,82,79,80,77,10,22,74,Corentin Tolisso,62,75,78,73,78,74,73,83,74,67,14,81,14,66
290,216352,64,66,68,11,84,75,8,69,69,83,72,75,62,77,81,62,78,81,8,24,81,Marcelo Brozović,65,79,76,70,72,75,75,83,78,72,15,81,8,79
291,212404,34,71,52,13,87,83,14,54,72,82,34,83,48,78,70,62,78,78,15,23,86,Federico Bernardeschi,70,82,78,37,34,83,72,79,74,76,10,81,12,78
292,212190,82,20,77,7,46,68,15,38,32,65,86,33,80,79,57,93,70,30,7,21,42,Niklas Süle,29,59,26,82,84,51,33,72,69,30,14,81,15,28
293,210935,22,78,80,5,86,85,5,66,80,80,30,87,62,75,75,65,83,77,6,22,85,Domenico Berardi,78,83,81,30,26,85,73,75,71,76,5,81,6,72
294,210896,73,75,76,9,80,77,6,75,68,79,82,83,69,79,82,76,79,83,16,22,81,Morgan Sanson,70,72,74,76,81,77,69,83,75,79,16,81,9,75
295,210617,22,69,48,8,81,87,13,64,59,61,43,84,43,79,75,45,69,80,16,22,83,Samu Castillejo,58,59,81,25,52,87,79,79,65,82,15,81,14,75
296,210008,66,66,74,7,81,70,9,76,68,79,77,76,75,80,79,77,79,81,12,21,79,Adrien Rabiot,68,76,73,68,77,73,53,84,81,69,9,81,15,67
297,209658,71,66,84,11,81,84,13,67,51,84,77,76,73,82,78,68,76,78,8,22,79,Leon Goretzka,68,77,75,78,82,77,72,82,77,72,15,81,9,76
298,208808,25,82,60,7,82,91,10,82,72,81,24,87,60,81,69,61,82,81,13,25,83,Quincy Promes,68,83,79,27,27,86,78,74,68,73,6,81,13,75
299,208596,15,86,79,14,76,82,13,83,77,84,23,79,81,78,42,85,81,61,7,23,76,Andrea Belotti,80,67,85,32,31,80,75,68,75,42,12,81,7,64
300,208334,77,55,70,12,81,77,9,61,65,84,81,71,73,80,75,76,69,70,10,26,74,Jonas Hector,51,61,62,81,81,76,68,79,81,79,10,81,14,65
301,207410,52,58,71,7,87,78,9,62,59,78,65,77,42,68,79,65,79,88,5,22,88,Mateo Kovačić,76,74,67,61,69,86,70,87,70,73,6,81,7,78
302,206652,18,14,27,81,12,53,80,63,24,31,11,62,11,78,23,67,19,45,79,23,14,Sergio Rico,15,12,11,11,23,50,61,23,29,17,78,81,83,24
304,205498,63,57,78,14,84,77,14,61,84,83,75,82,56,81,84,58,71,83,7,25,77,Jorginho,71,62,72,70,78,77,74,85,75,70,13,81,8,75
305,204970,29,74,56,10,82,78,8,64,57,72,29,82,69,83,75,62,82,78,11,24,84,Florian Thauvin,67,81,80,31,43,84,72,79,72,80,14,81,9,80
306,204529,16,83,59,7,77,84,9,81,67,65,26,84,73,79,36,82,83,63,10,23,78,Michy Batshuayi,74,76,83,22,23,81,78,64,81,65,16,80,15,61
307,204525,85,42,86,13,67,72,12,89,39,74,81,67,76,75,77,78,81,46,16,25,53,Iñigo Martínez,37,74,48,84,82,71,64,69,61,51,11,81,11,72
308,202651,19,70,23,8,86,81,15,55,68,78,23,86,50,78,75,50,74,80,15,23,86,Suso,68,80,76,18,21,82,84,81,76,81,9,81,9,83
309,202477,20,74,40,11,86,92,12,72,70,76,30,93,40,77,62,59,68,72,16,23,89,Deulofeu,60,65,78,22,25,89,77,78,66,76,14,81,11,84
310,201995,24,71,31,5,86,91,12,49,53,79,44,90,44,74,74,55,84,78,10,23,87,Felipe Anderson,68,84,70,42,26,94,88,78,60,79,9,81,7,71
311,199987,18,10,25,81,32,50,79,71,21,40,12,48,12,78,33,67,35,60,83,27,12,Jasper Cillessen,19,15,11,11,25,54,50,47,70,17,74,81,77,10
312,199451,28,84,55,7,83,84,6,85,74,77,21,91,74,80,68,57,78,76,13,26,85,Wissam Ben Yedder,76,69,83,26,44,86,86,77,82,73,9,81,7,80
314,199189,56,70,73,6,86,80,9,63,65,74,60,70,65,77,78,79,80,81,14,23,85,Ross Barkley,61,79,71,52,45,80,59,84,80,65,12,81,10,68
315,198951,30,81,62,14,82,88,6,78,72,74,29,81,71,81,66,80,84,73,13,25,80,Cédric Bakambu,78,68,82,21,39,87,69,75,73,74,6,81,6,68
316,198141,82,43,79,12,78,76,10,86,52,65,79,69,78,81,78,68,61,75,15,26,70,Bartra,43,42,61,81,86,78,69,79,73,50,13,81,8,56
317,193130,23,80,66,9,79,86,7,72,83,82,40,79,63,82,59,66,85,76,11,26,83,André Schürrle,82,82,80,42,44,87,78,78,75,76,12,81,12,80
318,193061,64,61,66,4,85,81,4,65,72,83,70,82,60,76,77,64,66,82,5,26,84,Roberto Pereyra,74,72,80,70,70,81,75,83,78,78,3,81,8,78
319,192789,83,68,77,9,75,84,9,73,50,88,80,69,64,77,69,79,81,57,12,26,73,Mario Gaspar,77,69,64,82,80,81,60,75,61,79,8,81,15,75
320,192492,18,75,54,16,84,80,12,69,75,62,37,90,69,80,68,45,64,77,7,31,87,Fabián Orellana,61,80,75,25,31,86,55,77,75,78,15,81,15,84
321,190941,11,11,31,79,19,44,79,69,20,34,10,43,11,82,20,55,14,53,76,27,10,Lukáš Hrádecký,9,14,9,13,18,37,39,15,48,11,77,81,85,11
322,190815,82,46,71,14,80,58,12,71,56,86,84,73,71,85,80,73,68,79,9,27,73,Daley Blind,62,64,64,77,86,65,75,81,86,75,10,81,10,77
323,190149,66,59,76,15,81,91,8,78,55,93,80,77,59,85,69,74,73,66,6,27,76,De Marcos,57,56,80,80,79,85,74,77,76,78,13,81,9,77
324,189963,25,83,70,7,76,75,10,86,77,78,42,67,84,81,45,94,85,65,8,28,74,Wilfried Bony,76,80,83,28,38,69,72,68,83,45,5,81,11,66
326,189513,59,75,68,14,83,55,5,56,83,76,61,69,63,69,87,72,78,84,9,27,75,Parejo,72,80,79,51,68,56,68,90,69,84,12,81,8,82
327,189250,25,81,72,5,78,77,13,72,62,68,23,72,88,73,40,91,86,53,13,27,75,Salomón Rondón,75,70,82,13,33,76,48,69,75,48,7,81,14,53
328,189156,77,48,89,15,69,60,14,91,62,72,84,59,80,75,79,77,66,62,10,28,58,Daniel Carriço,47,50,57,81,84,57,68,78,81,61,15,81,12,39
329,189068,29,86,72,11,70,66,6,55,77,84,48,37,92,84,37,87,85,60,12,27,60,Bas Dost,84,74,87,26,39,54,35,70,78,38,15,81,8,51
330,188253,81,57,79,10,77,69,12,66,60,91,79,66,63,75,81,78,67,72,11,26,78,James McCarthy,61,65,63,78,79,75,71,82,77,68,8,81,13,64
333,187735,70,73,69,14,82,75,11,74,65,90,73,71,67,80,76,65,79,81,16,26,78,Alan Dzagoev,73,75,76,70,71,78,72,79,70,77,12,81,10,75
335,187072,63,81,74,11,82,68,7,73,69,82,65,71,67,82,69,70,84,80,10,28,77,Lars Stindl,84,82,82,57,70,73,78,83,83,76,13,81,12,79
336,186627,16,83,70,4,85,78,2,75,92,60,22,69,66,62,52,85,86,70,2,26,81,Mario Balotelli,74,74,76,20,30,76,50,72,64,68,2,81,2,78
337,186153,11,12,40,77,22,40,83,38,18,38,13,55,16,78,36,61,15,41,77,26,11,Wojciech Szczęsny,14,14,14,12,15,50,46,32,68,12,74,81,85,16
338,185431,22,85,70,11,79,78,9,68,70,79,32,69,80,85,48,78,78,66,11,29,74,Nikola Kalinić,80,68,90,28,42,69,58,72,78,60,9,81,7,64
339,185132,72,69,74,8,79,54,10,77,51,80,85,46,82,82,83,79,71,77,6,27,70,Mikel San José,70,78,70,74,83,44,55,84,57,47,10,81,16,31
340,184111,25,79,65,8,80,79,14,82,77,77,30,74,86,71,48,90,85,73,5,26,72,Christian Benteke,74,76,76,18,29,75,48,72,78,58,12,81,5,60
341,183498,71,70,80,7,79,76,13,77,45,88,80,69,75,82,83,79,87,78,9,32,75,Marco Parolo,76,86,82,82,80,69,71,80,78,70,6,81,9,67
342,183376,79,51,91,11,71,53,14,73,56,86,84,56,73,76,74,83,74,62,12,28,69,Ljubomir Fejsa,56,65,59,77,86,52,56,77,67,50,13,81,14,43
343,182495,86,37,78,2,65,83,2,93,50,75,82,81,76,74,65,75,70,58,3,29,60,Martín Cáceres,65,59,50,81,86,79,79,65,76,68,4,81,4,68
344,181291,59,76,64,12,84,85,16,82,74,87,67,82,74,82,71,70,77,76,6,26,85,Georginio Wijnaldum,73,71,82,64,70,79,80,82,79,67,14,81,6,76
345,179847,82,41,82,11,70,32,8,44,33,69,84,29,88,78,62,89,63,47,9,30,48,Federico Fazio,35,26,32,78,83,33,33,64,83,44,12,81,14,46
346,179645,80,55,80,10,67,69,6,62,46,78,82,48,82,76,74,83,78,49,10,28,42,Simon Kjær,37,41,31,80,81,60,58,75,65,54,13,81,15,52
348,178322,71,67,71,12,78,83,7,75,75,86,77,78,66,80,75,67,80,71,16,28,77,Miguel Layún,66,76,75,76,79,82,77,79,78,84,6,81,11,68
349,178086,11,11,41,81,15,55,80,71,25,35,14,55,23,76,43,77,25,35,83,29,12,Adán,15,12,11,18,20,55,51,34,57,12,72,81,82,11
351,177458,80,43,86,14,64,67,13,75,42,87,86,62,75,79,69,76,73,65,7,27,58,Sven Bender,54,62,49,87,83,64,62,75,82,52,8,81,15,33
352,177326,21,73,52,6,81,82,14,60,65,73,26,91,50,76,79,35,75,78,12,32,83,Mathieu Valbuena,72,74,76,34,34,85,93,81,64,78,8,81,8,82
353,176993,20,70,30,14,82,75,5,48,71,67,22,83,42,77,74,45,77,84,14,26,82,Bojan,79,72,78,19,29,79,84,81,79,68,8,81,7,83
354,176915,57,69,80,16,82,71,9,59,62,79,76,75,59,85,81,73,74,82,13,30,78,Augusto Fernández,57,73,78,64,77,67,75,82,81,70,6,81,9,65
355,173221,54,74,66,4,85,81,10,40,86,86,58,75,55,80,73,73,87,82,4,30,83,Antonio Candreva,75,87,78,50,59,79,76,81,80,86,14,81,14,76
358,170369,21,79,53,7,84,86,6,65,70,68,28,89,61,80,71,45,80,70,9,27,83,Giovani dos Santos,79,79,80,23,28,87,90,73,78,74,11,81,5,73
359,170368,37,75,74,8,83,77,10,64,75,82,47,78,71,77,73,57,80,81,15,25,86,Erik Lamela,80,82,79,39,43,81,71,83,73,77,11,81,13,83
360,169596,82,53,86,13,54,54,10,72,48,79,83,62,84,73,69,88,44,50,12,29,42,Ryan Shawcross,35,28,31,80,81,54,57,63,62,33,7,81,15,34
363,166706,80,35,81,6,59,68,15,75,52,75,83,52,83,73,67,85,46,28,5,32,46,Martin Škrtel,43,35,33,81,81,54,52,69,71,39,7,81,11,33
364,164859,33,82,65,9,79,93,11,66,74,75,39,83,58,79,65,62,76,73,8,28,81,Theo Walcott,72,69,81,36,35,92,79,75,78,77,9,81,8,76
366,158625,78,48,73,6,72,55,14,65,57,63,82,54,83,77,76,82,67,62,8,33,60,Dante,44,54,41,85,80,53,64,74,77,61,10,81,13,51
367,158232,22,83,38,7,83,74,8,76,86,69,38,77,76,82,68,68,76,75,9,31,87,Salomon Kalou,78,67,83,32,37,76,83,78,79,69,14,81,6,72
368,153244,22,82,80,11,77,72,10,70,78,72,41,66,80,76,68,88,84,72,15,31,75,André-Pierre Gignac,80,80,81,23,51,75,60,73,80,72,14,81,11,77
369,150516,33,82,70,9,78,77,10,65,83,67,39,69,65,76,64,77,92,78,9,31,78,Lukas Podolski,89,81,79,39,36,79,72,77,79,75,16,81,9,80
371,142784,84,49,88,7,76,68,10,84,64,82,84,71,76,85,64,79,66,66,14,32,73,Pablo Zabaleta,53,57,71,83,85,67,66,72,70,75,15,81,5,68
372,139997,78,69,83,6,83,81,10,67,84,81,78,71,60,78,87,72,83,86,10,34,72,Darijo Srna,72,77,76,77,85,69,65,85,81,85,6,81,12,86
375,112316,82,51,81,9,64,75,13,67,60,64,85,51,83,76,76,90,79,42,14,33,44,Jérémy Mathieu,68,74,48,75,84,67,39,66,70,79,10,81,5,80
376,111661,13,11,34,77,14,45,84,76,24,40,11,65,13,71,29,79,22,40,82,33,15,Carlos Idriss Kameni,13,12,14,12,24,44,57,27,57,12,74,81,82,11
377,110677,13,11,22,81,24,34,85,62,11,30,14,54,12,75,35,57,21,62,78,32,13,Moyá,13,16,10,14,11,46,49,31,39,11,82,81,79,16
378,104389,13,13,34,85,23,46,77,59,13,31,11,35,16,69,34,70,21,37,80,32,11,Rune Almenning Jarstein,16,18,15,13,19,40,45,34,56,18,75,81,83,10
379,50542,24,87,63,10,77,77,7,74,71,73,20,83,68,80,43,62,88,67,14,34,78,Jermain Defoe,83,81,87,11,19,78,88,68,84,54,8,81,13,63
388,227055,32,67,55,6,82,93,12,65,66,80,37,94,51,82,60,48,73,75,9,21,85,Gelson Martins,74,74,78,33,43,93,91,73,84,77,7,80,9,86
389,222492,26,75,58,9,83,91,8,66,63,80,32,86,72,79,64,63,78,68,12,21,86,Leroy Sané,64,77,79,35,32,92,82,75,74,72,9,80,14,81
390,222028,67,47,64,11,77,69,6,64,50,82,82,75,63,83,83,62,57,78,14,21,72,Julian Weigl,52,51,55,74,86,74,63,89,80,58,16,81,7,48
391,216594,24,77,75,14,86,82,15,70,70,76,33,86,49,77,70,76,84,76,9,23,86,Nabil Fekir,74,68,78,30,28,81,89,78,88,73,8,80,15,80
392,216451,73,69,73,10,81,78,14,76,67,78,70,83,60,77,83,70,78,84,13,25,78,Jean Michaël Seri,47,76,77,67,74,79,86,80,83,70,9,80,12,76
393,216201,28,74,66,10,81,95,14,84,64,77,38,86,67,78,66,84,85,75,15,22,80,Williams,64,71,76,31,21,92,45,77,42,75,14,80,13,49
394,216065,19,18,23,78,22,38,82,68,21,37,17,55,18,76,19,66,19,44,78,24,19,Marco Sportiello,12,17,18,13,29,48,58,32,49,13,72,80,83,14
397,213565,63,75,63,7,81,82,11,72,68,75,59,83,54,75,70,69,79,78,15,21,83,Thomas Lemar,64,75,76,63,66,85,84,79,76,78,13,80,14,79
398,213345,11,75,36,3,79,93,5,73,70,74,15,88,52,76,62,58,76,69,3,20,86,Kingsley Coman,77,73,75,15,23,94,86,78,73,77,5,80,5,84
399,212831,20,13,27,78,21,35,75,52,23,32,19,30,19,81,20,78,21,65,76,24,16,Alisson,20,14,13,16,11,44,37,27,60,17,70,80,86,19
400,212622,76,66,74,15,78,67,8,79,44,80,76,83,70,80,80,65,75,79,15,22,77,Joshua Kimmich,61,67,76,77,77,75,82,84,76,79,7,80,15,76
401,212194,25,74,42,8,81,83,11,63,54,68,20,81,42,78,68,63,77,80,16,20,86,Julian Brandt,66,73,78,24,29,81,74,80,59,74,11,80,9,69
402,211381,44,75,47,14,86,85,9,34,69,70,40,90,35,72,66,40,73,73,16,23,88,Sofiane Boufal,70,69,76,32,19,86,85,76,71,70,10,80,7,71
403,211368,21,69,64,12,82,92,11,78,71,79,39,93,52,79,68,55,81,69,13,22,86,Bruma,60,67,75,28,38,94,90,72,73,73,8,80,8,75
404,211320,85,33,67,5,65,67,5,81,29,69,85,61,77,75,59,81,58,50,10,22,60,Daniele Rugani,35,39,29,83,85,61,55,63,70,40,5,80,5,45
405,209889,74,71,69,11,82,75,12,64,44,77,73,88,61,80,74,52,78,79,6,23,83,Raphaël Guerreiro,74,75,75,72,86,84,85,83,74,79,8,80,8,80
406,209499,79,66,82,8,78,75,13,72,88,85,82,72,75,78,74,77,75,70,12,23,75,Fabinho,30,53,67,80,80,74,69,76,75,79,6,80,8,71
407,208830,48,83,92,15,76,92,15,70,76,90,52,77,64,83,48,69,85,72,14,30,75,Jamie Vardy,75,68,83,51,49,94,79,66,78,63,7,81,11,59
408,208670,40,74,60,8,85,72,11,42,74,72,44,76,53,78,75,62,82,88,7,24,80,Hakim Ziyech,77,77,75,36,59,75,66,77,69,84,11,80,14,90
409,208448,23,71,62,15,82,72,13,53,64,76,26,86,45,78,68,63,72,81,7,25,82,Emil Forsberg,67,73,79,17,43,79,84,80,78,70,9,80,11,74
