,Marking,Finishing,Aggression,GKPositioning,BallControl,SprintSpeed,GKDiving,Jumping,Penalties,Stamina,StandingTackle,Agility,HeadingAccuracy,Reactions,LongPassing,Strength,ShotPower,Vision,GKHandling,Age,Dribbling,Name,Volleys,LongShots,Positioning,SlidingTackle,Interceptions,Acceleration,Balance,ShortPassing,Composure,Crossing,GKKicking,Overall,GKReflexes,Curve,ID
103,85.0,64.0,86.0,10.0,79.0,77.0,8.0,84.0,56.0,94.0,84.0,83.0,68.0,84.0,77.0,76.0,78.0,76.0,11.0,31,78.0,B. Matuidi,72.0,70.0,72.0,86.0,86.0,79.0,79.0,83.0,82.0,75.0,5.0,85,14.0,65.0,170890
104,90.0,43.0,83.0,13.0,73.0,69.0,12.0,82.0,49.0,65.0,90.0,61.0,80.0,81.0,69.0,79.0,70.0,58.0,6.0,33,67.0,Miranda,51.0,41.0,43.0,85.0,85.0,66.0,57.0,70.0,81.0,48.0,10.0,85,12.0,32.0,168609
105,47.0,81.0,65.0,5.0,86.0,76.0,13.0,73.0,82.0,75.0,15.0,76.0,80.0,83.0,62.0,80.0,81.0,85.0,11.0,30,83.0,K. Benzema,82.0,75.0,86.0,12.0,22.0,76.0,66.0,83.0,79.0,75.0,5.0,85,7.0,79.0,165153
106,78.0,59.0,81.0,9.0,83.0,75.0,11.0,71.0,65.0,89.0,84.0,75.0,72.0,85.0,77.0,74.0,71.0,70.0,15.0,32,77.0,Filipe Luís,56.0,60.0,71.0,86.0,84.0,76.0,62.0,80.0,88.0,86.0,9.0,85,5.0,74.0,164169
107,87.0,45.0,87.0,8.0,70.0,59.0,10.0,72.0,63.0,66.0,85.0,57.0,84.0,87.0,66.0,87.0,75.0,59.0,9.0,32,63.0,V. Kompany,46.0,55.0,41.0,84.0,82.0,52.0,41.0,73.0,81.0,61.0,5.0,85,6.0,61.0,139720
108,86.0,46.0,94.0,9.0,62.0,70.0,8.0,76.0,57.0,60.0,85.0,63.0,80.0,83.0,61.0,86.0,63.0,48.0,15.0,35,58.0,Pepe,23.0,56.0,40.0,82.0,85.0,65.0,49.0,70.0,79.0,46.0,5.0,85,10.0,44.0,120533
109,28.0,86.0,84.0,9.0,84.0,59.0,13.0,68.0,89.0,61.0,37.0,75.0,83.0,82.0,73.0,86.0,90.0,79.0,15.0,36,79.0,Z. Ibrahimović,86.0,82.0,85.0,24.0,20.0,58.0,39.0,79.0,90.0,73.0,10.0,85,12.0,82.0,41236
111,88.0,37.0,89.0,10.0,56.0,70.0,9.0,92.0,38.0,67.0,86.0,56.0,81.0,76.0,58.0,85.0,72.0,27.0,11.0,23,47.0,J. Giménez,30.0,48.0,24.0,87.0,85.0,69.0,43.0,68.0,73.0,47.0,7.0,84,15.0,36.0,216460
112,80.0,65.0,78.0,11.0,82.0,85.0,13.0,81.0,68.0,92.0,81.0,73.0,74.0,83.0,86.0,68.0,80.0,74.0,8.0,25,82.0,Alex Telles,67.0,75.0,76.0,79.0,80.0,84.0,70.0,83.0,80.0,89.0,12.0,84,14.0,87.0,212462
113,85.0,45.0,75.0,14.0,73.0,66.0,10.0,75.0,44.0,67.0,86.0,45.0,85.0,83.0,78.0,82.0,68.0,57.0,11.0,24,59.0,A. Laporte,40.0,47.0,54.0,87.0,85.0,62.0,55.0,76.0,77.0,58.0,5.0,84,5.0,61.0,212218
115,82.0,20.0,82.0,7.0,63.0,84.0,15.0,38.0,32.0,65.0,85.0,33.0,86.0,79.0,63.0,94.0,77.0,30.0,7.0,22,42.0,N. Süle,31.0,62.0,26.0,83.0,82.0,52.0,33.0,78.0,72.0,30.0,14.0,84,15.0,28.0,212190
116,38.0,84.0,58.0,15.0,86.0,89.0,9.0,74.0,81.0,75.0,39.0,85.0,69.0,81.0,60.0,75.0,84.0,73.0,8.0,22,87.0,A. Martial,74.0,80.0,83.0,36.0,42.0,88.0,81.0,77.0,79.0,76.0,8.0,84,11.0,84.0,211300
117,70.0,83.0,84.0,11.0,85.0,76.0,7.0,67.0,74.0,90.0,70.0,76.0,77.0,85.0,80.0,71.0,78.0,85.0,6.0,22,83.0,D. Alli,79.0,80.0,86.0,63.0,74.0,73.0,62.0,85.0,86.0,69.0,9.0,84,8.0,75.0,211117
118,83.0,66.0,85.0,8.0,82.0,72.0,13.0,75.0,91.0,92.0,86.0,69.0,75.0,83.0,78.0,79.0,78.0,75.0,12.0,24,76.0,Fabinho,47.0,65.0,70.0,84.0,84.0,69.0,67.0,83.0,84.0,79.0,6.0,84,8.0,71.0,209499
119,85.0,33.0,80.0,10.0,76.0,76.0,6.0,86.0,31.0,75.0,87.0,69.0,80.0,81.0,78.0,74.0,53.0,51.0,6.0,24,59.0,Marquinhos,31.0,35.0,46.0,87.0,84.0,73.0,68.0,81.0,79.0,72.0,12.0,84,13.0,49.0,207865
120,84.0,52.0,75.0,14.0,79.0,53.0,6.0,69.0,60.0,84.0,85.0,51.0,73.0,75.0,86.0,90.0,59.0,83.0,6.0,26,80.0,William Carvalho,50.0,55.0,64.0,68.0,84.0,49.0,51.0,84.0,89.0,68.0,5.0,84,14.0,79.0,207566
121,63.0,57.0,79.0,14.0,85.0,69.0,14.0,58.0,84.0,79.0,78.0,80.0,56.0,83.0,87.0,66.0,71.0,87.0,7.0,26,82.0,Jorginho,71.0,62.0,72.0,70.0,78.0,75.0,73.0,89.0,79.0,75.0,13.0,84,8.0,75.0,205498
122,46.0,81.0,56.0,10.0,86.0,80.0,8.0,76.0,74.0,83.0,29.0,86.0,75.0,83.0,76.0,66.0,83.0,80.0,11.0,25,85.0,F. Thauvin,74.0,82.0,83.0,31.0,42.0,87.0,71.0,83.0,82.0,83.0,14.0,84,9.0,86.0,204970
123,83.0,41.0,81.0,9.0,83.0,84.0,13.0,76.0,45.0,84.0,83.0,81.0,70.0,82.0,71.0,74.0,64.0,57.0,13.0,26,76.0,Carvajal,34.0,36.0,61.0,85.0,83.0,79.0,79.0,81.0,77.0,83.0,15.0,84,15.0,72.0,204963
124,29.0,79.0,76.0,12.0,85.0,87.0,8.0,74.0,75.0,79.0,31.0,82.0,65.0,79.0,74.0,80.0,87.0,82.0,14.0,24,85.0,M. Depay,74.0,81.0,83.0,20.0,28.0,87.0,79.0,80.0,79.0,79.0,6.0,84,10.0,85.0,202556
125,48.0,85.0,60.0,6.0,85.0,87.0,11.0,63.0,71.0,85.0,34.0,82.0,65.0,84.0,64.0,63.0,86.0,80.0,13.0,25,88.0,H. Son,79.0,88.0,85.0,33.0,39.0,88.0,76.0,79.0,82.0,78.0,13.0,84,10.0,81.0,200104
126,13.0,18.0,43.0,81.0,21.0,64.0,86.0,82.0,16.0,36.0,15.0,67.0,16.0,84.0,31.0,73.0,20.0,48.0,80.0,27,15.0,A. Lopes,13.0,18.0,9.0,13.0,25.0,63.0,62.0,32.0,65.0,19.0,75.0,84,88.0,15.0,199482
127,88.0,25.0,78.0,14.0,71.0,69.0,8.0,76.0,41.0,66.0,87.0,61.0,80.0,80.0,71.0,80.0,65.0,59.0,10.0,26,63.0,S. de Vrij,27.0,60.0,32.0,83.0,87.0,67.0,59.0,71.0,82.0,49.0,7.0,84,13.0,45.0,198176
128,20.0,11.0,25.0,79.0,23.0,56.0,81.0,75.0,21.0,30.0,12.0,70.0,12.0,79.0,31.0,52.0,23.0,44.0,85.0,25,19.0,M. Perin,19.0,17.0,12.0,19.0,19.0,57.0,30.0,33.0,65.0,11.0,71.0,84,90.0,15.0,198009
130,39.0,88.0,63.0,12.0,85.0,78.0,12.0,68.0,82.0,75.0,21.0,87.0,78.0,85.0,64.0,60.0,79.0,75.0,16.0,30,86.0,Iago Aspas,83.0,82.0,86.0,18.0,39.0,85.0,74.0,79.0,85.0,80.0,9.0,84,13.0,80.0,192629
131,27.0,9.0,28.0,85.0,22.0,52.0,84.0,73.0,23.0,43.0,15.0,52.0,13.0,80.0,40.0,68.0,23.0,54.0,82.0,26,16.0,B. Leno,10.0,14.0,7.0,18.0,22.0,46.0,44.0,45.0,66.0,9.0,75.0,84,82.0,9.0,192563
132,83.0,64.0,80.0,14.0,79.0,59.0,7.0,67.0,64.0,84.0,84.0,44.0,74.0,83.0,83.0,85.0,83.0,73.0,15.0,29,80.0,N. Matić,73.0,75.0,69.0,75.0,86.0,52.0,50.0,84.0,84.0,71.0,12.0,84,9.0,72.0,191202
133,10.0,11.0,31.0,82.0,20.0,44.0,85.0,69.0,20.0,34.0,10.0,43.0,11.0,83.0,20.0,55.0,14.0,53.0,79.0,28,10.0,L. Hrádecký,9.0,14.0,9.0,13.0,18.0,38.0,39.0,15.0,48.0,11.0,68.0,84,88.0,11.0,190941
134,69.0,72.0,76.0,14.0,83.0,57.0,15.0,63.0,50.0,77.0,83.0,71.0,51.0,84.0,82.0,68.0,69.0,86.0,7.0,28,78.0,Illarramendi,58.0,76.0,79.0,80.0,87.0,66.0,75.0,86.0,79.0,68.0,11.0,84,12.0,76.0,190584
135,78.0,51.0,78.0,15.0,78.0,93.0,12.0,83.0,63.0,89.0,84.0,67.0,74.0,83.0,67.0,75.0,86.0,69.0,6.0,28,79.0,K. Walker,57.0,69.0,67.0,83.0,81.0,86.0,72.0,78.0,75.0,81.0,16.0,84,8.0,76.0,188377
137,64.0,78.0,54.0,11.0,85.0,89.0,8.0,73.0,62.0,91.0,32.0,85.0,65.0,82.0,51.0,55.0,78.0,78.0,5.0,31,82.0,José Callejón,84.0,80.0,88.0,32.0,40.0,88.0,80.0,80.0,79.0,82.0,14.0,84,11.0,73.0,185020
139,59.0,84.0,88.0,8.0,77.0,73.0,10.0,85.0,76.0,83.0,64.0,67.0,90.0,86.0,67.0,85.0,80.0,74.0,8.0,32,76.0,M. Mandžukić,86.0,60.0,90.0,64.0,66.0,67.0,53.0,75.0,80.0,72.0,5.0,84,15.0,64.0,181783
140,43.0,77.0,44.0,7.0,84.0,86.0,14.0,41.0,70.0,85.0,57.0,89.0,31.0,82.0,77.0,60.0,79.0,83.0,12.0,29,88.0,Willian,59.0,81.0,80.0,51.0,55.0,91.0,79.0,80.0,79.0,76.0,13.0,84,13.0,82.0,180403
141,24.0,14.0,20.0,82.0,14.0,54.0,85.0,73.0,15.0,41.0,15.0,62.0,13.0,79.0,39.0,73.0,24.0,46.0,83.0,29,15.0,Sergio Asenjo,15.0,13.0,12.0,14.0,22.0,59.0,58.0,39.0,64.0,24.0,77.0,84,84.0,23.0,178750
144,32.0,78.0,57.0,14.0,90.0,72.0,11.0,48.0,74.0,73.0,36.0,79.0,59.0,75.0,80.0,72.0,80.0,87.0,15.0,31,86.0,D. Payet,77.0,82.0,79.0,39.0,37.0,75.0,80.0,84.0,82.0,87.0,9.0,84,12.0,90.0,177388
146,85.0,44.0,88.0,12.0,58.0,73.0,6.0,86.0,24.0,69.0,87.0,60.0,85.0,81.0,51.0,86.0,77.0,45.0,8.0,30,58.0,Sokratis,46.0,48.0,49.0,85.0,77.0,64.0,64.0,60.0,82.0,47.0,5.0,84,5.0,29.0,172879
147,13.0,11.0,31.0,85.0,15.0,50.0,82.0,72.0,25.0,37.0,12.0,51.0,12.0,78.0,34.0,76.0,21.0,49.0,84.0,31,12.0,S. Ruffier,13.0,11.0,12.0,11.0,25.0,45.0,55.0,33.0,66.0,11.0,77.0,84,82.0,17.0,167628
148,39.0,86.0,75.0,9.0,82.0,66.0,10.0,91.0,81.0,68.0,42.0,76.0,89.0,85.0,58.0,75.0,79.0,70.0,13.0,32,75.0,Falcao,84.0,80.0,88.0,19.0,41.0,69.0,75.0,79.0,87.0,55.0,6.0,84,5.0,83.0,167397
149,14.0,12.0,35.0,80.0,40.0,60.0,82.0,60.0,26.0,34.0,14.0,62.0,16.0,81.0,46.0,64.0,36.0,59.0,77.0,31,12.0,K. Schmeichel,15.0,14.0,13.0,13.0,20.0,59.0,47.0,44.0,67.0,18.0,82.0,84,88.0,13.0,163587
150,89.0,27.0,81.0,9.0,71.0,53.0,8.0,77.0,37.0,55.0,87.0,53.0,77.0,82.0,72.0,82.0,65.0,57.0,6.0,32,59.0,Raúl Albiol,31.0,53.0,30.0,85.0,86.0,54.0,56.0,74.0,75.0,38.0,5.0,84,8.0,53.0,157481
151,50.0,76.0,56.0,9.0,87.0,86.0,8.0,70.0,72.0,75.0,30.0,92.0,38.0,83.0,74.0,48.0,76.0,85.0,11.0,30,89.0,A. Gómez,72.0,79.0,81.0,34.0,40.0,94.0,94.0,82.0,84.0,82.0,12.0,84,6.0,79.0,143076
152,94.0,21.0,66.0,2.0,65.0,77.0,4.0,81.0,60.0,53.0,90.0,52.0,72.0,80.0,65.0,83.0,54.0,62.0,2.0,37,64.0,A. Barzagli,35.0,39.0,28.0,82.0,90.0,61.0,64.0,65.0,88.0,40.0,4.0,84,4.0,50.0,137186
153,29.0,67.0,74.0,5.0,88.0,82.0,12.0,63.0,74.0,65.0,17.0,91.0,41.0,78.0,75.0,55.0,79.0,84.0,14.0,34,89.0,Quaresma,80.0,80.0,78.0,13.0,24.0,84.0,84.0,79.0,80.0,92.0,10.0,84,15.0,94.0,20775
154,30.0,85.0,47.0,5.0,88.0,76.0,10.0,60.0,78.0,64.0,26.0,87.0,51.0,85.0,71.0,67.0,86.0,80.0,8.0,34,89.0,A. Robben,86.0,86.0,84.0,26.0,37.0,83.0,90.0,82.0,85.0,80.0,11.0,84,15.0,90.0,9014
155,42.0,78.0,54.0,10.0,83.0,92.0,6.0,59.0,75.0,73.0,30.0,90.0,43.0,82.0,70.0,46.0,83.0,84.0,6.0,21,90.0,O. Dembélé,76.0,70.0,79.0,33.0,36.0,93.0,85.0,78.0,75.0,78.0,14.0,83,13.0,78.0,231443
156,53.0,84.0,73.0,6.0,85.0,85.0,13.0,77.0,78.0,84.0,23.0,92.0,74.0,86.0,66.0,68.0,78.0,77.0,8.0,21,86.0,Gabriel Jesus,72.0,73.0,88.0,19.0,32.0,87.0,91.0,76.0,82.0,66.0,6.0,83,15.0,76.0,230666
157,24.0,74.0,62.0,15.0,83.0,87.0,12.0,64.0,77.0,86.0,35.0,85.0,64.0,84.0,82.0,70.0,82.0,83.0,12.0,26,85.0,Ronaldo Cabrais,76.0,78.0,82.0,33.0,40.0,88.0,76.0,83.0,81.0,83.0,13.0,83,13.0,86.0,230481
159,26.0,85.0,65.0,19.0,74.0,83.0,8.0,84.0,77.0,56.0,27.0,55.0,83.0,84.0,47.0,87.0,85.0,58.0,11.0,26,75.0,Louri Beretta,82.0,82.0,83.0,24.0,32.0,79.0,55.0,73.0,79.0,56.0,20.0,83,20.0,59.0,230294
160,80.0,31.0,85.0,15.0,78.0,78.0,7.0,77.0,50.0,80.0,83.0,74.0,79.0,79.0,75.0,84.0,55.0,60.0,8.0,22,58.0,P. Kimpembe,33.0,39.0,39.0,83.0,83.0,75.0,65.0,79.0,80.0,62.0,14.0,83,9.0,50.0,225850
161,68.0,74.0,78.0,14.0,88.0,60.0,7.0,53.0,58.0,82.0,62.0,89.0,42.0,82.0,78.0,58.0,76.0,81.0,14.0,23,88.0,N. Keïta,71.0,73.0,74.0,61.0,75.0,78.0,90.0,88.0,79.0,62.0,15.0,83,9.0,64.0,220971
162,75.0,75.0,81.0,9.0,81.0,66.0,7.0,90.0,70.0,87.0,78.0,75.0,82.0,83.0,86.0,77.0,82.0,80.0,10.0,23,77.0,C. Tolisso,62.0,81.0,79.0,71.0,76.0,75.0,74.0,84.0,74.0,67.0,14.0,83,14.0,66.0,219683
163,55.0,75.0,63.0,7.0,86.0,84.0,11.0,71.0,68.0,79.0,59.0,87.0,54.0,80.0,75.0,63.0,79.0,85.0,15.0,22,85.0,T. Lemar,78.0,76.0,77.0,63.0,66.0,86.0,86.0,84.0,80.0,83.0,13.0,83,14.0,85.0,213565
164,29.0,76.0,36.0,3.0,83.0,93.0,5.0,75.0,70.0,76.0,17.0,87.0,52.0,81.0,63.0,61.0,77.0,75.0,3.0,22,88.0,K. Coman,77.0,73.0,79.0,15.0,23.0,95.0,84.0,77.0,75.0,81.0,5.0,83,5.0,84.0,213345
165,80.0,20.0,76.0,9.0,64.0,77.0,11.0,72.0,38.0,63.0,88.0,48.0,80.0,82.0,69.0,93.0,44.0,61.0,8.0,22,55.0,J. Tah,24.0,25.0,27.0,84.0,80.0,64.0,44.0,74.0,75.0,35.0,7.0,83,14.0,30.0,213331
166,55.0,80.0,67.0,12.0,84.0,76.0,13.0,58.0,71.0,76.0,62.0,76.0,77.0,79.0,79.0,72.0,84.0,81.0,11.0,24,82.0,Anderson Talisca,76.0,88.0,86.0,42.0,58.0,77.0,65.0,81.0,74.0,78.0,13.0,83,10.0,86.0,212523
168,70.0,69.0,76.0,7.0,83.0,74.0,9.0,73.0,69.0,82.0,81.0,79.0,77.0,83.0,83.0,80.0,80.0,80.0,12.0,23,79.0,A. Rabiot,72.0,79.0,76.0,75.0,80.0,73.0,72.0,85.0,82.0,70.0,9.0,83,15.0,73.0,210008
169,70.0,72.0,80.0,11.0,83.0,79.0,13.0,67.0,60.0,86.0,79.0,76.0,75.0,83.0,79.0,70.0,77.0,82.0,8.0,23,81.0,L. Goretzka,68.0,78.0,77.0,78.0,83.0,84.0,70.0,84.0,80.0,75.0,15.0,83,9.0,76.0,209658
170,36.0,86.0,60.0,7.0,82.0,91.0,10.0,82.0,74.0,83.0,30.0,87.0,60.0,82.0,73.0,61.0,82.0,81.0,13.0,26,84.0,Q. Promes,69.0,83.0,79.0,32.0,33.0,90.0,79.0,78.0,78.0,79.0,6.0,83,13.0,75.0,208808
171,52.0,68.0,71.0,8.0,83.0,74.0,11.0,38.0,73.0,86.0,66.0,85.0,53.0,82.0,89.0,59.0,80.0,88.0,7.0,25,83.0,H. Ziyech,77.0,75.0,75.0,36.0,62.0,76.0,78.0,86.0,83.0,84.0,11.0,83,14.0,90.0,208670
172,42.0,73.0,65.0,9.0,83.0,79.0,9.0,68.0,56.0,90.0,50.0,79.0,52.0,85.0,75.0,57.0,82.0,83.0,16.0,27,82.0,Lucas Vázquez,54.0,80.0,81.0,44.0,44.0,84.0,84.0,83.0,75.0,86.0,9.0,83,7.0,82.0,208618
173,58.0,79.0,61.0,10.0,87.0,87.0,9.0,68.0,74.0,74.0,39.0,88.0,53.0,83.0,71.0,59.0,84.0,71.0,11.0,24,88.0,Y. Carrasco,68.0,75.0,81.0,26.0,18.0,89.0,71.0,77.0,75.0,78.0,9.0,83,10.0,81.0,208418
174,43.0,83.0,55.0,12.0,81.0,80.0,15.0,72.0,73.0,72.0,41.0,70.0,80.0,82.0,56.0,74.0,81.0,58.0,12.0,26,78.0,Gerard Moreno,79.0,77.0,83.0,41.0,40.0,77.0,69.0,78.0,72.0,61.0,7.0,83,10.0,71.0,208093
176,69.0,62.0,77.0,7.0,89.0,74.0,9.0,63.0,59.0,82.0,75.0,81.0,42.0,70.0,82.0,65.0,79.0,88.0,5.0,24,88.0,M. Kovačić,76.0,75.0,69.0,63.0,78.0,84.0,85.0,87.0,72.0,73.0,6.0,83,7.0,78.0,207410
178,70.0,71.0,71.0,7.0,83.0,65.0,9.0,77.0,65.0,77.0,73.0,76.0,74.0,82.0,83.0,63.0,81.0,84.0,14.0,26,80.0,Manu Trigueros,63.0,80.0,77.0,60.0,69.0,68.0,72.0,86.0,73.0,72.0,12.0,83,8.0,80.0,206545
179,45.0,81.0,63.0,9.0,83.0,90.0,14.0,64.0,68.0,68.0,48.0,87.0,46.0,80.0,68.0,68.0,85.0,74.0,10.0,22,87.0,S. Gnabry,83.0,81.0,80.0,45.0,38.0,92.0,88.0,79.0,74.0,74.0,10.0,83,7.0,64.0,206113
180,16.0,19.0,30.0,81.0,40.0,44.0,83.0,72.0,41.0,45.0,20.0,55.0,15.0,83.0,55.0,70.0,31.0,68.0,78.0,24,14.0,J. Pickford,20.0,13.0,18.0,12.0,24.0,53.0,55.0,55.0,69.0,17.0,88.0,83,86.0,18.0,204935
181,86.0,34.0,83.0,13.0,68.0,61.0,14.0,87.0,37.0,58.0,83.0,61.0,85.0,82.0,69.0,77.0,43.0,41.0,13.0,27,47.0,S. Savić,27.0,31.0,29.0,84.0,84.0,55.0,49.0,72.0,75.0,35.0,14.0,83,12.0,34.0,204639
182,85.0,29.0,79.0,10.0,80.0,71.0,7.0,75.0,44.0,79.0,85.0,61.0,83.0,82.0,74.0,77.0,46.0,67.0,15.0,24,69.0,J. Stones,27.0,38.0,48.0,82.0,81.0,67.0,59.0,81.0,80.0,62.0,11.0,83,8.0,47.0,203574
183,50.0,70.0,23.0,8.0,89.0,77.0,15.0,50.0,72.0,77.0,23.0,86.0,50.0,78.0,75.0,56.0,78.0,84.0,15.0,24,88.0,Suso,72.0,87.0,76.0,18.0,20.0,83.0,84.0,86.0,76.0,84.0,9.0,83,9.0,87.0,202651
184,39.0,78.0,48.0,13.0,89.0,77.0,11.0,75.0,63.0,69.0,64.0,80.0,65.0,83.0,79.0,66.0,86.0,84.0,13.0,24,88.0,J. Draxler,84.0,82.0,79.0,44.0,66.0,78.0,75.0,84.0,83.0,83.0,5.0,83,8.0,78.0,202166
185,47.0,71.0,67.0,5.0,88.0,89.0,12.0,38.0,53.0,72.0,60.0,89.0,44.0,74.0,74.0,53.0,83.0,79.0,10.0,25,90.0,Felipe Anderson,68.0,84.0,73.0,54.0,69.0,93.0,88.0,80.0,82.0,79.0,9.0,83,7.0,71.0,201995
187,83.0,61.0,85.0,14.0,78.0,68.0,9.0,67.0,52.0,83.0,84.0,58.0,78.0,76.0,79.0,89.0,76.0,73.0,7.0,26,76.0,Danilo Pereira,55.0,65.0,69.0,75.0,84.0,63.0,60.0,82.0,84.0,50.0,13.0,83,15.0,48.0,200888
188,75.0,32.0,78.0,15.0,78.0,79.0,12.0,81.0,45.0,78.0,86.0,60.0,82.0,79.0,61.0,79.0,54.0,53.0,7.0,28,55.0,Nacho Fernández,38.0,28.0,37.0,85.0,81.0,70.0,68.0,80.0,73.0,70.0,10.0,83,7.0,55.0,200724
189,14.0,13.0,41.0,82.0,22.0,51.0,83.0,64.0,21.0,31.0,13.0,50.0,14.0,80.0,32.0,67.0,22.0,55.0,80.0,25,20.0,T. Horn,14.0,17.0,15.0,12.0,22.0,45.0,31.0,35.0,20.0,19.0,83.0,83,86.0,12.0,200316
191,87.0,37.0,73.0,13.0,72.0,55.0,11.0,68.0,72.0,81.0,87.0,33.0,80.0,81.0,77.0,83.0,75.0,65.0,9.0,30,65.0,F. Acerbi,39.0,60.0,20.0,85.0,85.0,65.0,35.0,73.0,85.0,25.0,9.0,83,11.0,62.0,199845
192,75.0,63.0,68.0,15.0,83.0,79.0,14.0,47.0,57.0,85.0,83.0,69.0,72.0,80.0,78.0,69.0,65.0,83.0,16.0,26,78.0,Sergi Roberto,50.0,66.0,69.0,83.0,81.0,78.0,74.0,86.0,76.0,85.0,11.0,83,10.0,74.0,199564
194,66.0,76.0,68.0,9.0,82.0,73.0,15.0,67.0,76.0,86.0,66.0,77.0,45.0,81.0,84.0,59.0,75.0,85.0,14.0,28,80.0,Pizzi,77.0,78.0,84.0,52.0,70.0,82.0,77.0,83.0,85.0,79.0,9.0,83,15.0,83.0,197965
195,65.0,63.0,64.0,6.0,84.0,71.0,13.0,67.0,64.0,88.0,64.0,91.0,34.0,84.0,79.0,47.0,69.0,82.0,11.0,27,86.0,K. Kampl,68.0,73.0,73.0,59.0,75.0,84.0,80.0,84.0,83.0,72.0,7.0,83,16.0,78.0,195365
197,15.0,11.0,32.0,82.0,17.0,51.0,82.0,73.0,22.0,39.0,18.0,45.0,16.0,81.0,25.0,69.0,21.0,41.0,82.0,28,19.0,O. Baumann,11.0,13.0,10.0,14.0,21.0,47.0,43.0,30.0,52.0,14.0,70.0,83,85.0,12.0,193698
198,84.0,50.0,84.0,12.0,79.0,72.0,8.0,87.0,54.0,89.0,89.0,80.0,69.0,81.0,72.0,70.0,80.0,67.0,6.0,28,75.0,I. Gueye,32.0,66.0,67.0,84.0,87.0,76.0,80.0,80.0,80.0,60.0,8.0,83,13.0,33.0,193474
199,41.0,74.0,69.0,5.0,86.0,78.0,5.0,69.0,72.0,83.0,53.0,87.0,53.0,79.0,71.0,62.0,85.0,84.0,11.0,29,84.0,H. Mkhitaryan,81.0,73.0,82.0,55.0,64.0,84.0,85.0,80.0,76.0,77.0,14.0,83,7.0,83.0,192883
200,79.0,68.0,75.0,9.0,83.0,76.0,9.0,71.0,64.0,90.0,82.0,64.0,83.0,84.0,73.0,76.0,84.0,69.0,7.0,27,79.0,Marcos Alonso,70.0,77.0,79.0,79.0,79.0,69.0,58.0,84.0,76.0,85.0,13.0,83,12.0,85.0,192638
201,14.0,10.0,31.0,82.0,19.0,54.0,82.0,75.0,23.0,32.0,14.0,42.0,13.0,78.0,26.0,80.0,24.0,52.0,80.0,33,11.0,D. Subašić,13.0,14.0,15.0,13.0,20.0,51.0,37.0,24.0,65.0,11.0,79.0,83,84.0,24.0,192593
202,82.0,27.0,86.0,8.0,59.0,52.0,10.0,81.0,39.0,67.0,85.0,34.0,85.0,78.0,59.0,90.0,57.0,23.0,14.0,30,51.0,K. Glik,17.0,20.0,24.0,82.0,83.0,50.0,51.0,63.0,79.0,29.0,5.0,83,10.0,35.0,190547
203,75.0,68.0,86.0,6.0,84.0,66.0,7.0,53.0,77.0,79.0,84.0,65.0,68.0,83.0,84.0,81.0,81.0,79.0,12.0,28,75.0,K. Strootman,63.0,70.0,78.0,75.0,83.0,65.0,68.0,87.0,85.0,74.0,11.0,83,7.0,75.0,189712
204,38.0,87.0,70.0,11.0,74.0,54.0,6.0,51.0,88.0,82.0,45.0,32.0,94.0,85.0,37.0,92.0,82.0,68.0,12.0,29,68.0,B. Dost,85.0,72.0,89.0,26.0,39.0,49.0,32.0,73.0,81.0,38.0,15.0,83,8.0,61.0,189068
206,10.0,85.0,70.0,4.0,85.0,82.0,2.0,74.0,92.0,66.0,22.0,71.0,67.0,68.0,66.0,86.0,89.0,74.0,2.0,27,81.0,M. Balotelli,78.0,79.0,79.0,20.0,30.0,76.0,50.0,78.0,81.0,68.0,2.0,83,2.0,78.0,186627
207,82.0,48.0,88.0,12.0,73.0,64.0,10.0,76.0,58.0,85.0,84.0,65.0,72.0,83.0,77.0,81.0,80.0,69.0,6.0,30,68.0,Luiz Gustavo,54.0,73.0,53.0,86.0,83.0,65.0,62.0,79.0,79.0,63.0,11.0,83,13.0,42.0,185221
208,49.0,79.0,71.0,9.0,84.0,79.0,16.0,61.0,79.0,82.0,43.0,85.0,59.0,81.0,79.0,74.0,78.0,80.0,11.0,28,84.0,Giuliano,65.0,76.0,81.0,38.0,42.0,85.0,85.0,82.0,82.0,77.0,13.0,83,8.0,67.0,184942
210,10.0,11.0,36.0,82.0,24.0,47.0,83.0,72.0,21.0,32.0,12.0,39.0,15.0,83.0,26.0,79.0,24.0,42.0,81.0,29,15.0,R. Fährmann,11.0,9.0,11.0,10.0,23.0,38.0,36.0,25.0,61.0,14.0,52.0,83,87.0,18.0,179783
211,42.0,78.0,50.0,5.0,88.0,62.0,9.0,70.0,81.0,71.0,31.0,84.0,56.0,85.0,79.0,37.0,75.0,85.0,10.0,30,82.0,Juan Mata,71.0,72.0,83.0,21.0,39.0,69.0,89.0,85.0,87.0,83.0,14.0,83,8.0,84.0,178088
212,20.0,11.0,41.0,84.0,15.0,54.0,81.0,71.0,25.0,32.0,14.0,55.0,23.0,77.0,43.0,77.0,25.0,42.0,84.0,31,12.0,Adán,15.0,12.0,11.0,18.0,20.0,56.0,51.0,34.0,63.0,12.0,78.0,83,83.0,11.0,178086
213,14.0,12.0,39.0,79.0,23.0,57.0,85.0,79.0,32.0,45.0,13.0,61.0,11.0,80.0,30.0,77.0,38.0,64.0,81.0,30,20.0,Rui Patrício,17.0,11.0,13.0,11.0,22.0,53.0,54.0,31.0,66.0,12.0,80.0,83,82.0,10.0,178005
