StandingTackle,Finishing,Composure,LongPassing,ShortPassing,SprintSpeed,HeadingAccuracy,Positioning,Aggression,Overall,LongShots,Marking,Jumping,GKHandling,Vision,Agility,GKReflexes,GKDiving,Balance,GKKicking,Dribbling,Age,Volleys,Strength,Stamina,Interceptions,Crossing,Penalties,BallControl,Acceleration,ShotPower,SlidingTackle,GKPositioning,Curve,Reactions,ID,RWB,RM,RS,LAM,CAM,RCM,LWB,LDM,CM,CDM,ST,RDM,CF,LF,LB,GK,RAM,RCB,LCB,CB,LS,LCM,RW,LM,LW,RF,RB
40.0,85.0,81.0,74.0,81.0,87.0,35.0,85.0,59.0,86.0,81.0,30.0,60.0,10.0,82.0,94.0,4.0,7.0,92.0,8.0,89.0,30.0,70.0,42.0,75.0,36.0,77.0,78.0,88.0,93.0,80.0,40.0,10.0,81.0,85.0,175943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,44.0,82.0,64.0,64.0,84.0,87.0,50.0,91.0,86.0,48.0,88.0,87.0,8.0,52.0,62.0,5.0,6.0,68.0,5.0,58.0,29.0,46.0,86.0,74.0,80.0,47.0,33.0,58.0,71.0,79.0,86.0,12.0,36.0,81.0,172879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,43.0,84.0,69.0,70.0,74.0,83.0,43.0,83.0,86.0,41.0,89.0,82.0,6.0,58.0,61.0,12.0,12.0,57.0,10.0,65.0,32.0,51.0,80.0,65.0,88.0,48.0,49.0,72.0,67.0,70.0,86.0,13.0,32.0,82.0,168609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,87.0,82.0,47.0,86.0,78.0,78.0,87.0,65.0,86.0,77.0,13.0,70.0,11.0,85.0,77.0,7.0,13.0,60.0,5.0,82.0,29.0,79.0,78.0,73.0,22.0,75.0,82.0,86.0,77.0,83.0,12.0,5.0,79.0,83.0,165153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,76.0,92.0,90.0,91.0,62.0,74.0,78.0,45.0,86.0,75.0,60.0,68.0,10.0,91.0,65.0,15.0,6.0,77.0,8.0,80.0,30.0,81.0,64.0,80.0,50.0,85.0,80.0,86.0,65.0,77.0,62.0,15.0,77.0,81.0,162895.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,76.0,86.0,75.0,86.0,79.0,41.0,81.0,52.0,86.0,75.0,13.0,34.0,6.0,86.0,88.0,10.0,15.0,91.0,9.0,90.0,34.0,80.0,60.0,64.0,36.0,81.0,78.0,90.0,85.0,76.0,26.0,7.0,83.0,86.0,156616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86.0,46.0,77.0,61.0,70.0,70.0,80.0,40.0,94.0,86.0,56.0,86.0,76.0,15.0,48.0,63.0,10.0,8.0,49.0,5.0,58.0,34.0,23.0,84.0,62.0,86.0,46.0,57.0,62.0,65.0,63.0,87.0,9.0,44.0,83.0,120533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,12.0,70.0,33.0,35.0,44.0,19.0,13.0,17.0,86.0,11.0,11.0,51.0,87.0,53.0,49.0,81.0,82.0,34.0,76.0,12.0,35.0,17.0,65.0,32.0,23.0,19.0,23.0,22.0,40.0,21.0,12.0,83.0,13.0,84.0,48940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,79.0,75.0,74.0,79.0,89.0,53.0,82.0,61.0,85.0,75.0,19.0,68.0,11.0,74.0,91.0,10.0,9.0,71.0,9.0,91.0,23.0,68.0,59.0,73.0,18.0,80.0,74.0,86.0,87.0,84.0,26.0,10.0,81.0,83.0,208418.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,40.0,82.0,76.0,75.0,81.0,83.0,44.0,77.0,85.0,53.0,84.0,80.0,11.0,56.0,58.0,14.0,11.0,47.0,9.0,57.0,24.0,42.0,85.0,68.0,82.0,36.0,43.0,77.0,77.0,52.0,85.0,5.0,46.0,81.0,201535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,59.0,86.0,84.0,82.0,61.0,74.0,66.0,87.0,85.0,77.0,83.0,87.0,14.0,76.0,66.0,12.0,13.0,57.0,16.0,69.0,25.0,53.0,85.0,85.0,86.0,52.0,66.0,78.0,63.0,86.0,86.0,12.0,59.0,83.0,200145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,73.0,78.0,73.0,83.0,86.0,56.0,83.0,34.0,85.0,80.0,16.0,53.0,4.0,87.0,96.0,10.0,8.0,93.0,14.0,88.0,26.0,74.0,44.0,75.0,26.0,83.0,61.0,90.0,94.0,70.0,22.0,9.0,83.0,80.0,198219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42.0,87.0,86.0,59.0,79.0,87.0,72.0,87.0,70.0,85.0,76.0,23.0,76.0,6.0,74.0,87.0,6.0,11.0,84.0,9.0,85.0,26.0,82.0,79.0,80.0,40.0,64.0,84.0,84.0,84.0,81.0,30.0,5.0,74.0,85.0,193301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,15.0,49.0,37.0,30.0,53.0,11.0,16.0,32.0,85.0,13.0,12.0,74.0,82.0,54.0,60.0,85.0,87.0,61.0,72.0,16.0,30.0,11.0,75.0,39.0,20.0,11.0,25.0,19.0,54.0,21.0,14.0,80.0,11.0,82.0,193041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,77.0,79.0,72.0,84.0,84.0,53.0,82.0,69.0,85.0,75.0,49.0,71.0,11.0,85.0,89.0,7.0,5.0,85.0,14.0,87.0,28.0,81.0,63.0,86.0,64.0,79.0,72.0,87.0,88.0,87.0,55.0,5.0,83.0,82.0,192883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14.0,10.0,65.0,26.0,24.0,54.0,13.0,15.0,31.0,85.0,14.0,15.0,75.0,79.0,52.0,42.0,87.0,84.0,37.0,79.0,11.0,32.0,13.0,80.0,32.0,20.0,11.0,23.0,19.0,51.0,24.0,13.0,85.0,24.0,82.0,192593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,9.0,62.0,33.0,37.0,52.0,13.0,7.0,28.0,85.0,14.0,8.0,73.0,84.0,53.0,52.0,83.0,85.0,44.0,74.0,16.0,25.0,10.0,68.0,43.0,22.0,9.0,23.0,22.0,46.0,23.0,18.0,85.0,9.0,81.0,192563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,14.0,62.0,38.0,30.0,50.0,11.0,11.0,43.0,85.0,10.0,10.0,79.0,83.0,57.0,37.0,86.0,84.0,43.0,87.0,17.0,25.0,14.0,79.0,35.0,22.0,15.0,25.0,18.0,38.0,22.0,10.0,81.0,18.0,82.0,192448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,27.0,79.0,59.0,63.0,58.0,85.0,24.0,86.0,85.0,20.0,85.0,82.0,14.0,23.0,34.0,10.0,10.0,55.0,5.0,51.0,29.0,17.0,90.0,72.0,87.0,29.0,39.0,59.0,53.0,57.0,83.0,8.0,35.0,79.0,190547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,73.0,75.0,70.0,79.0,93.0,63.0,77.0,75.0,85.0,66.0,81.0,81.0,15.0,68.0,90.0,13.0,13.0,86.0,13.0,80.0,28.0,60.0,60.0,90.0,83.0,82.0,59.0,83.0,93.0,64.0,83.0,6.0,77.0,82.0,189332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,46.0,78.0,74.0,80.0,79.0,76.0,62.0,80.0,85.0,60.0,87.0,76.0,9.0,68.0,75.0,5.0,13.0,73.0,10.0,69.0,27.0,51.0,73.0,88.0,85.0,78.0,66.0,79.0,78.0,68.0,87.0,6.0,66.0,86.0,184432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,61.0,84.0,85.0,89.0,74.0,60.0,70.0,68.0,85.0,82.0,62.0,61.0,7.0,88.0,79.0,8.0,7.0,79.0,13.0,86.0,27.0,72.0,65.0,78.0,74.0,80.0,79.0,89.0,74.0,78.0,66.0,7.0,86.0,84.0,180206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,56.0,81.0,74.0,79.0,66.0,81.0,60.0,83.0,85.0,68.0,84.0,83.0,10.0,68.0,62.0,7.0,6.0,55.0,9.0,69.0,30.0,52.0,81.0,79.0,86.0,68.0,68.0,74.0,68.0,86.0,86.0,12.0,58.0,82.0,172871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,65.0,82.0,79.0,84.0,78.0,73.0,68.0,85.0,85.0,66.0,83.0,84.0,11.0,75.0,76.0,14.0,8.0,79.0,5.0,73.0,30.0,72.0,78.0,94.0,85.0,75.0,56.0,77.0,79.0,74.0,81.0,10.0,65.0,84.0,170890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,11.0,57.0,34.0,33.0,50.0,12.0,12.0,31.0,85.0,11.0,11.0,72.0,84.0,49.0,51.0,87.0,82.0,55.0,77.0,12.0,30.0,13.0,76.0,37.0,25.0,11.0,25.0,15.0,45.0,21.0,11.0,85.0,17.0,78.0,167628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,59.0,88.0,77.0,78.0,82.0,68.0,71.0,81.0,85.0,60.0,85.0,63.0,15.0,70.0,74.0,5.0,11.0,60.0,9.0,77.0,31.0,56.0,74.0,91.0,82.0,84.0,65.0,81.0,75.0,71.0,86.0,9.0,74.0,83.0,164169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,45.0,81.0,66.0,72.0,64.0,84.0,41.0,87.0,85.0,55.0,84.0,71.0,9.0,59.0,60.0,6.0,10.0,42.0,5.0,63.0,31.0,46.0,88.0,74.0,80.0,61.0,63.0,68.0,61.0,75.0,84.0,8.0,61.0,84.0,139720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,21.0,82.0,65.0,65.0,76.0,72.0,28.0,70.0,85.0,39.0,90.0,85.0,2.0,62.0,51.0,4.0,4.0,64.0,4.0,64.0,36.0,35.0,87.0,46.0,92.0,40.0,60.0,65.0,64.0,54.0,88.0,2.0,50.0,80.0,137186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,33.0,74.0,56.0,72.0,80.0,81.0,47.0,87.0,84.0,48.0,82.0,84.0,14.0,54.0,63.0,8.0,14.0,63.0,10.0,63.0,23.0,42.0,85.0,78.0,85.0,51.0,46.0,68.0,75.0,55.0,85.0,9.0,46.0,78.0,225508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,82.0,82.0,81.0,86.0,77.0,50.0,72.0,45.0,84.0,87.0,29.0,57.0,9.0,83.0,78.0,10.0,13.0,76.0,6.0,83.0,21.0,75.0,61.0,73.0,45.0,79.0,62.0,86.0,79.0,84.0,39.0,12.0,83.0,78.0,220834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44.0,76.0,84.0,78.0,84.0,78.0,51.0,77.0,58.0,84.0,64.0,46.0,53.0,10.0,85.0,88.0,9.0,9.0,86.0,14.0,91.0,22.0,66.0,54.0,80.0,49.0,79.0,64.0,89.0,85.0,72.0,35.0,12.0,79.0,84.0,218667.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,45.0,74.0,78.0,73.0,70.0,85.0,54.0,72.0,84.0,47.0,86.0,77.0,11.0,52.0,49.0,5.0,10.0,55.0,5.0,55.0,23.0,40.0,84.0,71.0,85.0,58.0,35.0,71.0,68.0,70.0,85.0,14.0,62.0,82.0,212218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,84.0,86.0,76.0,83.0,76.0,75.0,86.0,84.0,84.0,79.0,60.0,69.0,6.0,83.0,74.0,8.0,7.0,62.0,9.0,83.0,21.0,76.0,71.0,89.0,67.0,68.0,68.0,85.0,77.0,77.0,57.0,11.0,71.0,85.0,211117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35.0,83.0,78.0,71.0,77.0,92.0,53.0,84.0,73.0,84.0,69.0,33.0,75.0,10.0,78.0,89.0,14.0,10.0,85.0,15.0,86.0,25.0,68.0,72.0,82.0,31.0,72.0,71.0,84.0,94.0,77.0,38.0,7.0,74.0,80.0,208722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85.0,41.0,74.0,71.0,81.0,86.0,65.0,61.0,81.0,84.0,36.0,85.0,76.0,13.0,57.0,82.0,15.0,13.0,79.0,15.0,76.0,25.0,34.0,75.0,84.0,82.0,83.0,45.0,83.0,76.0,64.0,86.0,9.0,72.0,81.0,204963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35.0,78.0,81.0,77.0,84.0,79.0,65.0,79.0,48.0,84.0,81.0,25.0,76.0,13.0,84.0,81.0,8.0,11.0,75.0,5.0,88.0,23.0,84.0,67.0,68.0,36.0,83.0,63.0,87.0,76.0,86.0,26.0,13.0,78.0,83.0,202166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21.0,89.0,82.0,54.0,73.0,80.0,84.0,89.0,55.0,84.0,70.0,17.0,92.0,9.0,64.0,74.0,9.0,13.0,76.0,5.0,74.0,24.0,81.0,74.0,70.0,22.0,46.0,78.0,77.0,75.0,81.0,21.0,7.0,58.0,83.0,201399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,82.0,79.0,51.0,78.0,86.0,79.0,83.0,54.0,84.0,78.0,14.0,79.0,5.0,76.0,62.0,5.0,4.0,56.0,4.0,83.0,24.0,81.0,82.0,70.0,24.0,73.0,72.0,84.0,78.0,80.0,20.0,4.0,76.0,81.0,201153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,19.0,78.0,48.0,59.0,76.0,79.0,24.0,87.0,84.0,15.0,85.0,77.0,11.0,34.0,50.0,5.0,7.0,40.0,7.0,54.0,26.0,14.0,93.0,73.0,86.0,30.0,33.0,59.0,69.0,55.0,85.0,13.0,28.0,80.0,201024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,13.0,20.0,32.0,35.0,51.0,14.0,15.0,41.0,84.0,17.0,11.0,64.0,81.0,55.0,50.0,86.0,83.0,31.0,83.0,20.0,24.0,14.0,67.0,31.0,22.0,19.0,21.0,22.0,45.0,22.0,12.0,82.0,12.0,81.0,200316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,71.0,75.0,85.0,86.0,69.0,61.0,80.0,71.0,84.0,81.0,63.0,61.0,12.0,89.0,77.0,13.0,14.0,78.0,5.0,80.0,25.0,56.0,75.0,81.0,64.0,84.0,59.0,86.0,72.0,84.0,51.0,10.0,85.0,84.0,193747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
86.0,10.0,75.0,61.0,60.0,81.0,80.0,25.0,86.0,84.0,12.0,88.0,86.0,6.0,22.0,68.0,12.0,8.0,60.0,8.0,54.0,26.0,16.0,84.0,78.0,85.0,27.0,26.0,65.0,78.0,43.0,87.0,15.0,30.0,81.0,192774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,58.0,74.0,69.0,77.0,69.0,81.0,50.0,79.0,84.0,52.0,82.0,84.0,9.0,55.0,66.0,6.0,11.0,69.0,15.0,53.0,25.0,51.0,81.0,74.0,85.0,50.0,54.0,70.0,64.0,66.0,85.0,10.0,55.0,82.0,192227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,71.0,84.0,80.0,86.0,70.0,60.0,78.0,86.0,84.0,72.0,80.0,63.0,12.0,84.0,84.0,8.0,9.0,82.0,15.0,81.0,27.0,69.0,70.0,87.0,86.0,74.0,79.0,86.0,76.0,72.0,76.0,9.0,80.0,85.0,191740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,68.0,85.0,83.0,86.0,68.0,68.0,78.0,86.0,84.0,78.0,72.0,53.0,12.0,84.0,65.0,7.0,7.0,68.0,11.0,76.0,27.0,63.0,83.0,82.0,84.0,74.0,77.0,85.0,65.0,85.0,75.0,6.0,75.0,84.0,189712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,81.0,78.0,70.0,83.0,80.0,55.0,84.0,56.0,84.0,78.0,30.0,67.0,11.0,77.0,84.0,9.0,5.0,82.0,12.0,84.0,29.0,70.0,56.0,78.0,49.0,78.0,66.0,87.0,84.0,71.0,31.0,15.0,81.0,84.0,189505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13.0,8.0,58.0,24.0,37.0,52.0,17.0,10.0,35.0,84.0,14.0,14.0,74.0,82.0,50.0,51.0,85.0,84.0,52.0,73.0,16.0,26.0,13.0,74.0,36.0,18.0,15.0,20.0,23.0,44.0,22.0,16.0,80.0,13.0,80.0,189117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,79.0,80.0,72.0,78.0,87.0,78.0,84.0,59.0,84.0,80.0,26.0,82.0,7.0,78.0,78.0,6.0,6.0,67.0,10.0,83.0,28.0,80.0,75.0,86.0,42.0,84.0,76.0,83.0,81.0,83.0,45.0,9.0,73.0,80.0,181458.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,87.0,79.0,72.0,77.0,61.0,84.0,89.0,51.0,84.0,73.0,11.0,66.0,11.0,70.0,57.0,15.0,9.0,36.0,13.0,76.0,31.0,77.0,82.0,70.0,50.0,63.0,67.0,80.0,67.0,86.0,16.0,15.0,65.0,83.0,180930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,77.0,79.0,77.0,82.0,86.0,29.0,80.0,44.0,84.0,81.0,43.0,46.0,12.0,83.0,89.0,13.0,14.0,81.0,13.0,87.0,28.0,59.0,62.0,87.0,55.0,77.0,70.0,86.0,91.0,71.0,51.0,7.0,82.0,83.0,180403.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.0,69.0,84.0,81.0,85.0,68.0,76.0,80.0,82.0,84.0,78.0,76.0,68.0,9.0,82.0,59.0,8.0,11.0,52.0,5.0,78.0,30.0,76.0,89.0,78.0,86.0,72.0,69.0,81.0,60.0,82.0,78.0,15.0,68.0,86.0,179846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,11.0,61.0,26.0,25.0,47.0,15.0,11.0,36.0,84.0,9.0,12.0,72.0,86.0,42.0,39.0,87.0,83.0,36.0,52.0,15.0,28.0,11.0,79.0,32.0,23.0,14.0,21.0,24.0,38.0,24.0,10.0,85.0,18.0,84.0,179783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,14.0,39.0,39.0,39.0,54.0,13.0,12.0,20.0,84.0,23.0,12.0,73.0,83.0,46.0,62.0,85.0,86.0,58.0,76.0,15.0,28.0,22.0,73.0,43.0,22.0,24.0,15.0,14.0,59.0,24.0,14.0,82.0,23.0,79.0,178750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,79.0,85.0,77.0,86.0,63.0,59.0,83.0,52.0,84.0,70.0,25.0,72.0,10.0,87.0,85.0,8.0,9.0,89.0,14.0,82.0,29.0,71.0,43.0,75.0,39.0,84.0,81.0,87.0,71.0,75.0,21.0,5.0,84.0,84.0,178088.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
